,Слово,Частота
8363,виявилася,1
8364,приведенню,1
8365,перешкоджати,1
8366,забороняє,1
8367,бульбоака,1
8368,невідомим,1
8369,північноатлантичний,1
8370,зіткнувся,1
8371,провалює,1
8372,підозрюваних,1
8373,вислухати,1
8374,йорка,1
8375,адекватної,1
8376,експрезидент,1
8377,шантаж,1
8378,квапитись,1
8379,загальне,1
8380,фотографування,1
8381,білоруської,1
8382,оголошувався,1
8383,ідентифікацію,1
8384,містом,1
8385,реакцією,1
8386,мінськ,1
8387,захищеного,1
8388,розхваленого,1
8389,білоруссю,1
8390,примусовий,1
8391,фінансуванням,1
8392,шахрайстві,1
8393,флангу,1
8394,вучичем,1
8395,гарантували,1
8396,розподілом,1
8397,війська,1
8398,готовності,1
8399,кримінальні,1
8400,східного,1
8401,лишився,1
8402,добровільно,1
8403,суперечить,1
8404,александаром,1
8405,достатньої,1
8406,несерйозний,1
8407,залежатиме,1
8408,рупії,1
8409,радять,1
8410,спроможної,1
8411,тонну,1
8412,правопорядку,1
8413,вистачало,1
8414,призводило,1
8415,платити,1
8416,комічних,1
8417,добрива,1
8418,фермер,1
8419,індійський,1
8420,потягнути,1
8421,найвищому,1
8422,гарантував,1
8423,язаної,1
8424,втілювати,1
8425,загострилися,1
8426,визнавали,1
8427,протиріччя,1
8428,героїчного,1
8429,опору,1
8430,ситуацій,1
8431,єврозони,1
8432,нестабільній,1
8433,гелікоптерів,1
8434,58,1
8435,успішніше,1
8436,індійських,1
8437,сировинних,1
8438,купівельну,1
8439,знецінилися,1
8440,вів,1
8441,рублі,1
8442,президенти,1
8443,розрахунків,1
8444,рухів,1
8445,власних,1
8446,зайшли,1
8447,знизилася,1
8448,резервах,1
8449,зіткнулася,1
8450,перемовини,1
8451,вичікував,1
8452,індії,1
8453,очевидна,1
8454,облігацій,1
8455,викупу,1
8456,центральному,1
8457,відрізані,1
8458,цінною,1
8459,будівництво,1
8460,придбаній,1
8461,переживає,1
8462,буквально,1
8463,вибухнула,1
8464,повідомленнями,1
8465,мая,1
8466,павлюк,1
8467,молдовою,1
8468,зачистки,1
8469,наводилася,1
8470,розлога,1
8471,олег,1
8472,пропаганда,1
8473,дивна,1
8474,соцмережі,1
8475,цитата,1
8476,президентки,1
8477,бачення,1
8478,нелегко,1
8479,непорозумінь,1
8480,рецесію,1
8481,сторінку,1
8482,бажаним,1
8483,зіпсувати,1
8484,надважливого,1
8485,увібрали,1
8486,здавна,1
8487,кредитували,1
8488,матвєєв,1
8489,михайло,1
8490,ривок,1
8491,патрулювання,1
8492,здувся,1
8493,виділили,1
8494,натовський,1
8495,тренування,1
8496,змінювалися,1
8497,світовою,1
8498,штучно,1
8499,платіжний,1
8500,універсальний,1
8501,розрахунок,1
8502,найзручніший,1
8503,продавця,1
8504,вокс,1
8505,awacs,1
8506,домінантні,1
8507,республіка,1
8508,ілоном,1
8509,просувається,1
8510,соратник,1
8511,потужний,1
8512,яжуть,1
8513,китаї,1
8514,незручно,1
8515,мінімальними,1
8516,присвячували,1
8517,вбирати,1
8518,оае,1
8519,серйозніші,1
8520,83,1
8521,найгостріше,1
8522,лула,1
8523,чекатиме,1
8524,місцева,1
8525,сільва,1
8526,кричущою,1
8527,назвою,1
8528,замислитися,1
8529,низки,1
8530,бразилії,1
8531,відключення,1
8532,незрозумілими,1
8533,непохитне,1
8534,вдарити,1
8535,казати,1
8536,обіг,1
8537,санкційний,1
8538,лідерству,1
8539,цікавішою,1
8540,оголошував,1
8541,американському,1
8542,трильйонних,1
8543,фондів,1
8544,позичати,1
8545,зберігання,1
8546,відсотками,1
8547,перевела,1
8548,трильйони,1
8549,осяжному,1
8550,конкуренти,1
8551,гарантуючи,1
8552,розмов,1
8553,появу,1
8554,американською,1
8555,популярність,1
8556,стабільній,1
8557,ліквідних,1
8558,фондам,1
8559,конвертованості,1
8560,валютами,1
8561,авторитарні,1
8562,республіканській,1
8563,підвищує,1
8564,завиграшки,1
8565,найактивніше,1
8566,торговельній,1
8567,шрі,1
8568,яскравий,1
8569,катастроф,1
8570,залежними,1
8571,випередити,1
8572,таїланд,1
8573,пакистан,1
8574,ірак,1
8575,розплатився,1
8576,сполученими,1
8577,боргів,1
8578,юанях,1
8579,юанями,1
8580,аес,1
8581,доларами,1
8582,вважалося,1
8583,припадали,1
8584,спеціальне,1
8585,дональда,1
8586,піднімає,1
8587,конфліктує,1
8588,тримачів,1
8589,випередив,1
8590,західному,1
8591,боргами,1
8592,ланка,1
8593,сюр,1
8594,ключовій,1
8595,розмірковує,1
8596,щоночі,1
8597,задекларована,1
8598,незаможних,1
8599,протиставляють,1
8600,утворили,1
8601,неприємно,1
8602,кажучи,1
8603,аналогу,1
8604,сімці,1
8605,південна,1
8606,розраховуватися,1
8607,g7,1
8608,обговорять,1
8609,здивувати,1
8610,почитати,1
8611,нерівним,1
8612,індія,1
8613,боком,1
8614,переваг,1
8615,політично,1
8616,пункт,1
8617,залишаємося,1
8618,прихильниками,1
8619,поточних,1
8620,керовано,1
8621,повертатися,1
8622,казав,1
8623,затвердив,1
8624,опублікував,1
8625,стратегію,1
8626,послаблень,1
8627,чинників,1
8628,заклала,1
8629,невідворотності,1
8630,підігріло,1
8631,відомстві,1
8632,розраховували,1
8633,роксолана,1
8634,підласа,1
8635,профінансувати,1
8636,відрахувань,1
8637,місті,1
8638,мурсія,1
8639,конференції,1
8640,тимчасове,1
8641,тимчасовою,1
8642,регулятора,1
8643,історичного,1
8644,етапах,1
8645,брифінгу,1
8646,присвяченому,1
8647,пояснили,1
8648,говоримо,1
8649,мільярди,1
8650,інтервенцією,1
8651,виходити,1
8652,закрити,1
8653,укріплення,1
8654,зміцнюватися,1
8655,комунікаціями,1
8656,марченка,1
8657,репліка,1
8658,справджуються,1
8659,керованою,1
8660,курсовою,1
8661,гнучкістю,1
8662,повної,1
8663,валютної,1
8664,несподіванкою,1
8665,стежить,1
8666,стежив,1
8667,версія,1
8668,зібрався,1
8669,близькій,1
8670,хвиля,1
8671,включатиме,1
8672,обриси,1
8673,фактичних,1
8674,викликає,1
8675,подвійні,1
8676,резонно,1
8677,принципова,1
8678,європейців,1
8679,поєднання,1
8680,ховалися,1
8681,головує,1
8682,розмитими,1
8683,фразами,1
8684,застерігають,1
8685,надмірного,1
8686,оптимізму,1
8687,затягнутися,1
8688,заявленої,1
8689,2030,1
8690,дотриматися,1
8691,порушені,1
8692,раді,1
8693,пріоритетом,1
8694,вирішальну,1
8695,цитат,1
8696,євроінтеграцію,1
8697,general,1
8698,affairs,1
8699,council,1
8700,процедурами,1
8701,іспанському,1
8702,присвячена,1
8703,розширенню,1
8704,господарі,1
8705,оприлюднених,1
8706,неуникне,1
8707,пасткою,1
8708,україноскептичний,1
8709,єврокомісар,1
8710,звинувачують,1
8711,упередженості,1
8712,грі,1
8713,угорського,1
8714,віктора,1
8715,масштабному,1
8716,орбана,1
8717,дискусіями,1
8718,зменшенні,1
8719,збільшуватиметься,1
8720,задуматися,1
8721,недоброчесності,1
8722,згладити,1
8723,подушки,1
8724,максимуму,1
8725,васильченка,1
8726,модераторка,1
8727,делегувала,1
8728,фахова,1
8729,запрошення,1
8730,принцип,1
8731,сумнівів,1
8732,направили,1
8733,обґрунтованості,1
8734,відповіла,1
8735,візію,1
8736,спільна,1
8737,оновлення,1
8738,гіпотези,1
8739,колективного,1
8740,розуму,1
8741,результат,1
8742,одноосібних,1
8743,несправедливих,1
8744,породжувало,1
8745,явитися,1
8746,головній,1
8747,торговельного,1
8748,коливатися,1
8749,пропозицію,1
8750,довгостроковій,1
8751,витрачати,1
8752,появи,1
8753,альтернативних,1
8754,курсів,1
8755,відв,1
8756,язався,1
8757,макроекономічні,1
8758,призводити,1
8759,тіньової,1
8760,впливало,1
8761,спекуляції,1
8762,масовою,1
8763,званий,1
8764,картковий,1
8765,туризм,1
8766,схема,1
8767,полягала,1
8768,знятті,1
8769,банківським,1
8770,резюмувала,1
8771,xa0ua,1
8772,послаблюватися,1
8773,дозволяти,1
8774,незалежних,1
8775,встиг,1
8776,включили,1
8777,поштову,1
8778,розсилку,1
8779,запрошеннями,1
8780,чат,1
8781,листом,1
8782,полетить,1
8783,космос,1
8784,фіксовані,1
8785,надало,1
8786,вічні,1
8787,директивно,1
8788,братиме,1
8789,задовольняючи,1
8790,коливань,1
8791,уточнюють,1
8792,зазначаючи,1
8793,мінімальним,1
8794,покриватиме,1
8795,структурний,1
8796,двотижневим,1
8797,запрошені,1
8798,depositphotos,1
8799,чиновником,1
8800,com,1
8801,ого,1
8802,страхи,1
8803,горнило,1
8804,обмінниках,1
8805,комітетом,1
8806,охоплює,1
8807,архітектурно,1
8808,інспекції,1
8809,васильченко,1
8810,корупціонером,1
8811,федорова,1
8812,сергієнком,1
8813,запросила,1
8814,фахові,1
8815,спілки,1
8816,гільдії,1
8817,палати,1
8818,ознайомилася,1
8819,переголосовувати,1
8820,відповідним,1
8821,михайла,1
8822,балканах,1
8823,заперечували,1
8824,прискорити,1
8825,райффайзен,1
8826,привабливішою,1
8827,допустимим,1
8828,курсоутворення,1
8829,середньостроковій,1
8830,перекреслити,1
8831,прагнутиме,1
8832,перевищуватимуть,1
8833,дохідність,1
8834,опитаних,1
8835,аналітиків,1
8836,прогнозують,1
8837,зацікавленим,1
8838,піднятися,1
8839,перетне,1
8840,психологічної,1
8841,позначки,1
8842,коливатиметься,1
8843,триматиме,1
8844,дотримуватися,1
8845,стрімке,1
8846,білан,1
8847,економістка,1
8848,іноземна,1
8849,овдп,1
8850,лепушинський,1
8851,надходить,1
8852,нацбанком,1
8853,сягнуло,1
8854,трудових,1
8855,мігрантів,1
8856,банківських,1
8857,карток,1
8858,кратно,1
8859,довоєнними,1
8860,показниками,1
8861,іноземної,1
8862,компенсує,1
8863,депозитів,1
8864,конвертації,1
8865,зарахування,1
8866,рекордних,1
8867,долітав,1
8868,хотів,1
8869,переходити,1
8870,підірвати,1
8871,національної,1
8872,присвятив,1
8873,привабливість,1
8874,монетарної,1
8875,прогнозували,1
8876,сальдо,1
8877,зберігатиметься,1
8878,допустили,1
8879,щоденними,1
8880,цілеспрямованими,1
8881,чорному,1
8882,дунаї,1
8883,миттєвою,1
8884,гуртові,1
8885,пшеницю,1
8886,кукурудзу,1
8887,волатильність,1
8888,посилюючи,1
8889,нагляду,1
8890,нестачі,1
8891,портову,1
8892,їжі,1
8893,неприпустимо,1
8894,рішучому,1
8895,засудженню,1
8896,вирішує,1
8897,перебоями,1
8898,поставках,1
8899,зростанням,1
8900,доповідачем,1
8901,комісар,1
8902,встигли,1
8903,курсами,1
8904,підготуватися,1
8905,опитані,1
8906,аналітики,1
8907,штормитиме,1
8908,курсової,1
8909,залишатиметься,1
8910,адекватною,1
8911,заспокоїться,1
8912,мінімізовувати,1
8913,різницю,1
8914,лібералізацію,1
8915,різкої,1
8916,звикали,1
8917,зацікавлені,1
8918,суттєвої,1
8919,контрольовано,1
8920,незначними,1
8921,основною,1
8922,задачею,1
8923,продемонструвати,1
8924,знаходиться,1
8925,контролем,1
8926,вдесятеро,1
8927,торгівельне,1
8928,довгострокова,1
8929,інституційну,1
8930,зради,1
8931,запущена,1
8932,шалленберг,1
8933,александер,1
8934,ідеями,1
8935,промовчав,1
8936,преси,1
8937,сторінковий,1
8938,робочий,1
8939,звіт,1
8940,представляє,1
8941,шукає,1
8942,важковаговики,1
8943,урядів,1
8944,офіційною,1
8945,позицією,1
8946,увагою,1
8947,рівнів,1
8948,повноцінних,1
8949,пропонується,1
8950,асоційованих,1
8951,отримають,1
8952,беремо,1
8953,антиєвропейську,1
8954,членські,1
8955,екстрених,1
8956,пресреліз,1
8957,напівчленства,1
8958,дипломат,1
8959,франко,1
8960,очікувано,1
8961,ухвалюватися,1
8962,званою,1
8963,кваліфікованою,1
8964,більшістю,1
8965,переглянуті,1
8966,лишитися,1
8967,користувалася,1
8968,блокування,1
8969,слабшим,1
8970,наполягає,1
8971,відповідна,1
8972,процедура,1
8973,активували,1
8974,угорщини,1
8975,змоги,1
8976,вигнати,1
8977,згадана,1
8978,платитимуть,1
8979,внески,1
8980,морські,1
8981,карткового,1
8982,табло,1
8983,живуть,1
8984,переходили,1
8985,нефіксованого,1
8986,приємними,1
8987,економічній,1
8988,відбувався,1
8989,вимушено,1
8990,закінчувалися,1
8991,відпускав,1
8992,летів,1
8993,відреагує,1
8994,збалансуватися,1
8995,поповнює,1
8996,недолік,1
8997,страждає,1
8998,зараховується,1
8999,спрямувала,1
9000,невійськових,1
9001,промисловий,1
9002,потенційні,1
9003,вільно,1
9004,стрибком,1
9005,банками,1
9006,підпадуть,1
9007,зростатиме,1
9008,юрисдикцію,1
9009,грошовитої,1
9010,вирівнювання,1
9011,голосу,1
9012,примітно,1
9013,перегукується,1
9014,засвідчити,1
9015,ексголова,1
9016,єднав,1
9017,чільні,1
9018,спричиняючи,1
9019,неконтрольовано,1
9020,заощаджень,1
9021,живлячи,1
9022,активну,1
9023,робили,1
9024,коливався,1
9025,боки,1
9026,зростав,1
9027,знижувався,1
9028,гривня,1
9029,зміцнилася,1
9030,допомозі,1
9031,поточного,1
9032,намагань,1
9033,пообіцяв,1
9034,називати,1
9035,таємною,1
9036,приїздив,1
9037,висловила,1
9038,побажання,1
9039,подумали,1
9040,західна,1
9041,відчувався,1
9042,гострий,1
9043,стійкі,1
9044,дмитру,1
9045,die,1
9046,кулебі,1
9047,володимиру,1
9048,зробить,1
9049,очікувалося,1
9050,зустріла,1
9051,шалений,1
9052,болгарському,1
9053,вказували,1
9054,озвучені,1
9055,лицемірством,1
9056,welt,1
9057,таємну,1
9058,запрацювали,1
9059,міністром,1
9060,продавала,1
9061,знав,1
9062,боєприпаси,1
9063,корнелія,1
9064,будо,1
9065,корнелії,1
9066,ніновій,1
9067,протестувала,1
9068,тодішньому,1
9069,єрки,1
9070,відомство,1
9071,таємна,1
9072,колізію,1
9073,згадували,1
9074,оперуючи,1
9075,показувала,1
9076,соціалістці,1
9077,лідерка,1
9078,тодішня,1
9079,безкоштовну,1
9080,виявляться,1
9081,неочікуваними,1
9082,полягав,1
9083,консорціуми,1
9084,імітація,1
9085,дійшли,1
9086,нагодою,1
9087,покритикувати,1
9088,військового,1
9089,пряме,1
9090,голосуванню,1
9091,непримиримих,1
9092,цікаво,1
9093,міністерствами,1
9094,керували,1
9095,призначені,1
9096,розпущено,1
9097,появою,1
9098,унікальної,1
9099,міцний,1
9100,виготовляти,1
9101,сау,1
9102,комплекс,1
9103,ремонту,1
9104,унікального,1
9105,вистояти,1
9106,болгарією,1
9107,середину,1
9108,скористатися,1
9109,західного,1
9110,актуальних,1
9111,ремонті,1
9112,болгарські,1
9113,повітряні,1
9114,планувала,1
9115,виконав,1
9116,софія,1
9117,передання,1
9118,схвалював,1
9119,спиралися,1
9120,чехія,1
9121,просив,1
9122,пошкодженої,1
9123,налагодили,1
9124,ремонтується,1
9125,чехії,1
9126,логістика,1
9127,просте,1
9128,історичні,1
9129,культурні,1
9130,певна,1
9131,болгарського,1
9132,міф,1
9133,софію,1
9134,прийняте,1
9135,затягування,1
9136,порівнянні,1
9137,фінансові,1
9138,екрема,1
9139,критику,1
9140,анкарі,1
9141,популярний,1
9142,народі,1
9143,посада,1
9144,починалася,1
9145,засудження,1
9146,устрій,1
9147,непроста,1
9148,національна,1
9149,засудив,1
9150,молодої,1
9151,дівчини,1
9152,видали,1
9153,заміж,1
9154,ґвалтівника,1
9155,вимагали,1
9156,релігійні,1
9157,норми,1
9158,градус,1
9159,пакетів,1
9160,мера,1
9161,конкурента,1
9162,доходів,1
9163,каденція,1
9164,світського,1
9165,ісламістські,1
9166,централізованої,1
9167,консолідованої,1
9168,виграє,1
9169,незручним,1
9170,центрвиборчкому,1
9171,службовців,1
9172,образі,1
9173,президентська,1
9174,розпочалась,1
9175,ключового,1
9176,новому,1
9177,обнулило,1
9178,строк,1
9179,несподіванка,1
9180,несподіванки,1
9181,широке,1
9182,поле,1
9183,маневру,1
9184,спроба,1
9185,відсторонити,1
9186,низьким,1
9187,викликано,1
9188,використовував,1
9189,забувши,1
9190,централізована,1
9191,зібрана,1
9192,заслуга,1
9193,асоціюються,1
9194,ердоганом,1
9195,налаштована,1
9196,рішуче,1
9197,противників,1
9198,змушує,1
9199,триматися,1
9200,носінням,1
9201,склалася,1
9202,неносінням,1
9203,хустки,1
9204,релігійними,1
9205,меншими,1
9206,міністре,1
9207,складом,1
9208,нінова,1
9209,неприйнятно,1
9210,затягне,1
9211,провалив,1
9212,сфер,1
9213,суспільне,1
9214,препаратів,1
9215,міфів,1
9216,зникли,1
9217,чимала,1
9218,читаєте,1
9219,прочитати,1
9220,барахолках,1
9221,базарах,1
9222,рук,1
9223,поодинокий,1
9224,стається,1
9225,гостріша,1
9226,розповіді,1
9227,непокоїть,1
9228,президенте,1
9229,спалахнув,1
9230,жінками,1
9231,знецінилась,1
9232,турецьке,1
9233,жило,1
9234,стрімкої,1
9235,зниження,1
9236,купівельна,1
9237,низькою,1
9238,досягала,1
9239,парадокс,1
9240,балансувати,1
9241,згладжувати,1
9242,опустити,1
9243,стабільна,1
9244,адаптувалася,1
9245,спалювати,1
9246,іноземну,1
9247,купувало,1
9248,продавало,1
9249,експортери,1
9250,відображав,1
9251,зводилася,1
9252,різкі,1
9253,відділу,1
9254,продавцем,1
9255,двознакової,1
9256,продавав,1
9257,якір,1
9258,жорсткі,1
9259,налаштований,1
9260,розпорядженні,1
9261,довіряти,1
9262,намірам,1
9263,заявам,1
9264,запрацював,1
9265,зменшитися,1
9266,icu,1
9267,обсягами,1
9268,мобілізувати,1
9269,придивляються,1
9270,сьогоднішня,1
9271,позитивним,1
9272,просуватися,1
9273,маєте,1
9274,амбітний,1
9275,сильнішої,1
9276,забуду,1
9277,урочистій,1
9278,підприємця,1
9279,споживчій,1
9280,молодий,1
9281,закладати,1
9282,потенційну,1
9283,девальвацію,1
9284,цінові,1
9285,стабілізувалися,1
9286,парі,1
9287,монетарною,1
9288,покращили,1
9289,курсові,1
9290,макроекономічних,1
9291,наголошували,1
9292,безперешкодний,1
9293,бентежать,1
9294,вітчизняні,1
9295,товаровиробники,1
9296,конкурентоспроможність,1
9297,поскаржилися,1
9298,мінфіні,1
9299,прибутки,1
9300,означають,1
9301,встановлених,1
9302,скорочуватися,1
9303,прибуток,1
9304,пдв,1
9305,фунта,1
9306,акцизів,1
9307,закладав,1
9308,більшу,1
9309,позначці,1
9310,митниці,1
9311,заледве,1
9312,зіграти,1
9313,бюджетного,1
9314,комітету,1
9315,податку,1
9316,експортують,1
9317,літа,1
9318,допомогли,1
9319,споживацьких,1
9320,паніці,1
9321,сприяли,1
9322,пояснювали,1
9323,обмін,1
9324,паніка,1
9325,відмовлятися,1
9326,конституційний,1
9327,платоспроможність,1
9328,історично,1
9329,склалося,1
9330,рішеннях,1
9331,експортерам,1
9332,орієнтуються,1
9333,інфляційного,1
9334,таргетування,1
9335,зафіксувавши,1
9336,запровадивши,1
9337,вщухла,1
9338,контрольованою,1
9339,найнижчим,1
9340,виключно,1
9341,тінізації,1
9342,єдиного,1
9343,набором,1
9344,найцікавіших,1
9345,писати,1
9346,сягне,1
9347,сьогодення,1
9348,світле,1
9349,вікно,1
9350,серця,1
9351,центром,1
9352,місцем,1
9353,відстоюєте,1
9354,захищаєте,1
9355,пишеться,1
9356,дозвольте,1
9357,розповімо,1
9358,ушанування,1
9359,трагічно,1
9360,забрала,1
9361,монастирський,1
9362,євген,1
9363,єнін,1
9364,державний,1
9365,секретар,1
9366,лубкович,1
9367,втратив,1
9368,величезну,1
9369,високотехнологічних,1
9370,втілення,1
9371,темної,1
9372,розшифровку,1
9373,драпаком,1
9374,важким,1
9375,вимогливим,1
9376,обстрілюють,1
9377,народ,1
9378,хоробро,1
9379,батьківщину,1
9380,вирішити,1
9381,сьогоднішньої,1
9382,реальності,1
9383,перекривають,1
9384,світлого,1
9385,неймовірно,1
9386,знаємо,1
9387,невідкладно,1
9388,посилювати,1
9389,запроваджені,1
9390,ють,1
9391,основах,1
9392,запроваджене,1
9393,сиру,1
9394,вшанувати,1
9395,мрій,1
9396,торгуючи,1
9397,зустрічаємося,1
9398,сусідства,1
9399,ініціатив,1
9400,зовнішньої,1
9401,українська,1
9402,призма,1
9403,михайлом,1
9404,оплески,1
9405,схожий,1
9406,бурхливі,1
9407,внесли,1
9408,яскравим,1
9409,поспілкувалася,1
9410,свідченням,1
9411,величезного,1
9412,прогресу,1
9413,відданості,1
9414,прихистили,1
9415,синхронізовані,1
9416,шляхам,1
9417,полегшують,1
9418,фермерські,1
9419,господарства,1
9420,експертом,1
9421,болгар,1
9422,сьогоднішній,1
9423,замайорить,1
9424,офіційних,1
9425,родини,1
9426,збирається,1
9427,шкоду,1
9428,колегами,1
9429,подальшу,1
9430,наблизитися,1
9431,мужність,1
9432,надихнула,1
9433,сенс,1
9434,будівлею,1
9435,ставлення,1
9436,берламон,1
9437,брюсселі,1
9438,серці,1
9439,слава,1
9440,перманентну,1
9441,передати,1
9442,розповідав,1
9443,таємно,1
9444,заблокували,1
9445,тотально,1
9446,звертається,1
9447,вразливих,1
9448,африці,1
9449,десятки,1
9450,перевозять,1
9451,боялися,1
9452,колапсувати,1
9453,скоротити,1
9454,пакистанський,1
9455,постільної,1
9456,білизни,1
9457,придбання,1
9458,польського,1
9459,імпортозаміщення,1
9460,вишиванках,1
9461,заступників,1
9462,ходять,1
9463,виробникові,1
9464,доходить,1
9465,існувала,1
9466,ласка,1
9467,вітчизняне,1
9468,десятиліттями,1
9469,стикалися,1
9470,вигідно,1
9471,відкат,1
9472,трава,1
9473,медичні,1
9474,замовника,1
9475,урвати,1
9476,сприятлива,1
9477,вітчизняного,1
9478,протрималася,1
9479,почало,1
9480,завищеними,1
9481,посередників,1
9482,небезпеки,1
9483,атрофувалося,1
9484,чиновників,1
9485,поводять,1
9486,корупційні,1
9487,дп,1
9488,завтра,1
9489,рости,1
9490,обурюється,1
9491,сильно,1
9492,просіла,1
9493,надію,1
9494,агенцію,1
9495,закупівель,1
9496,жумаділова,1
9497,зарекомендував,1
9498,найбільшого,1
9499,гостра,1
9500,вантажівок,1
9501,узбекистаном,1
9502,обростала,1
9503,напрямами,1
9504,магазинів,1
9505,текстилю,1
9506,фурнітури,1
9507,спецодягу,1
9508,новостворений,1
9509,xa0покупцям,1
9510,підрозділ,1
9511,яєчний,1
9512,перепродаж,1
9513,побудувати,1
9514,приносив,1
9515,великим,1
9516,купував,1
9517,донецького,1
9518,паперового,1
9519,дарницького,1
9520,шовкового,1
9521,російському,1
9522,іваново,1
9523,узбекистані,1
9524,надійного,1
9525,кредитував,1
9526,вдягнути,1
9527,пожежні,1
9528,нагодувати,1
9529,втриматися,1
9530,плаву,1
9531,обирайте,1
9532,вигорів,1
9533,порох,1
9534,горить,1
9535,гречку,1
9536,бережанське,1
9537,скло,1
9538,прилук,1
9539,платежу,1
9540,парфумерію,1
9541,сухий,1
9542,кисіль,1
9543,швейникам,1
9544,демпінгували,1
9545,найнижчі,1
9546,максимальний,1
9547,порошок,1
9548,товару,1
9549,xa0відстрочку,1
9550,пригадує,1
9551,тижнями,1
9552,продавали,1
9553,цілісного,1
9554,виправляти,1
9555,систематизації,1
9556,інкорпорація,1
9557,неточностей,1
9558,прогалин,1
9559,повторів,1
9560,консолідація,1
9561,зведення,1
9562,сферу,1
9563,кодифікація,1
9564,системного,1
9565,хаотичного,1
9566,законодавчого,1
9567,урбанізації,1
9568,звертати,1
9569,голосуючи,1
9570,мовчати,1
9571,утричі,1
9572,полотна,1
9573,завширшки,1
9574,260,1
9575,нинішнім,1
9576,колізії,1
9577,невпізнання,1
9578,нетипова,1
9579,практиці,1
9580,продумати,1
9581,реалізацію,1
9582,72,1
9583,основи,1
9584,безнадійно,1
9585,хворі,1
9586,комуни,1
9587,суспільного,1
9588,проаналізувати,1
9589,регулювати,1
9590,акта,1
9591,переписують,1
9592,воля,1
9593,орієнтовного,1
9594,законодавчої,1
9595,кодифікації,1
9596,руйнацій,1
9597,соціальна,1
9598,вносячи,1
9599,правки,1
9600,чинних,1
9601,народні,1
9602,180,1
9603,відкривають,1
9604,близькість,1
9605,ілону,1
9606,тк,1
9607,конкурувала,1
9608,тернопільською,1
9609,фірмою,1
9610,текстерно,1
9611,смерті,1
9612,власника,1
9613,робочих,1
9614,занепала,1
9615,петицію,1
9616,маску,1
9617,дах,1
9618,tesla,1
9619,motors,1
9620,літій,1
9621,іонних,1
9622,припадають,1
9623,оборотів,1
9624,організованому,1
9625,закритого,1
9626,xa0польщі,1
9627,тернополяни,1
9628,докупили,1
9629,полагодили,1
9630,філії,1
9631,ламати,1
9632,спонукало,1
9633,ініціатором,1
9634,керівний,1
9635,xa0збільшити,1
9636,марценюк,1
9637,столі,1
9638,опція,1
9639,перезапуском,1
9640,переїжджати,1
9641,налагоджувати,1
9642,заточеність,1
9643,зупинила,1
9644,постала,1
9645,вибором,1
9646,переїхати,1
9647,обрали,1
9648,володя,1
9649,ставився,1
9650,монтажу,1
9651,місць,1
9652,устаткування,1
9653,чернігова,1
9654,типовою,1
9655,бартером,1
9656,передбачити,1
9657,центральну,1
9658,телеканали,1
9659,контрольовані,1
9660,виборам,1
9661,n1,1
9662,посередництва,1
9663,укладання,1
9664,невпевненість,1
9665,радикали,1
9666,радикальніші,1
9667,впливати,1
9668,покладе,1
9669,культивують,1
9670,посварившись,1
9671,залюбки,1
9672,зустрічається,1
9673,конструктивний,1
9674,характер,1
9675,послабити,1
9676,серби,1
9677,обіцяє,1
9678,відданого,1
9679,друга,1
9680,провідні,1
9681,атмосфера,1
9682,заклики,1
9683,стомиться,1
9684,рейтингів,1
9685,чекаючи,1
9686,визнаною,1
9687,затяжній,1
9688,коаліціаді,1
9689,чималу,1
9690,паузу,1
9691,дозволивши,1
9692,трюк,1
9693,дострокових,1
9694,мирні,1
9695,трагічних,1
9696,псувати,1
9697,кремлем,1
9698,погіршення,1
9699,достроковим,1
9700,неприємні,1
9701,кроком,1
9702,активізацію,1
9703,стартували,1
9704,масової,1
9705,стрілянини,1
9706,реалізовувати,1
9707,посилилися,1
9708,ускладнює,1
9709,політсилу,1
9710,віцепрезидентом,1
9711,заснованої,1
9712,засудженим,1
9713,гаазі,1
9714,воєнним,1
9715,злочинцем,1
9716,токсичний,1
9717,імідж,1
9718,сприйматися,1
9719,покинув,1
9720,накладання,1
9721,нагадати,1
9722,поверхні,1
9723,затримка,1
9724,союзниками,1
9725,xa0при,1
9726,зізнається,1
9727,вигідніше,1
9728,брюсселем,1
9729,переговорників,1
9730,боролися,1
9731,бюрократами,1
9732,однопартійцем,1
9733,воїслава,1
9734,близьких,1
9735,компромісної,1
9736,xa0організувати,1
9737,озброєні,1
9738,посилилася,1
9739,бутафорського,1
9740,покласти,1
9741,балансуванню,1
9742,позиціонуючи,1
9743,іронізують,1
9744,очистилася,1
9745,природа,1
9746,дорожньою,1
9747,коливається,1
9748,картою,1
9749,реалізації,1
9750,охридської,1
9751,організаціях,1
9752,вимагаючи,1
9753,підписання,1
9754,погіршити,1
9755,втратити,1
9756,столицею,1
9757,поширені,1
9758,синергія,1
9759,повстання,1
9760,ташкент,1
9761,виробляв,1
9762,брезенту,1
9763,рекордні,1
9764,комбінаті,1
9765,текстильну,1
9766,фабрику,1
9767,побудована,1
9768,орендованому,1
9769,донецьким,1
9770,паперовим,1
9771,комбінатом,1
9772,влучання,1
9773,сировини,1
9774,чернігівська,1
9775,постраждала,1
9776,бавовна,1
9777,влучили,1
9778,штат,1
9779,обвалилася,1
9780,роздрібна,1
9781,допомагати,1
9782,виникають,1
9783,великими,1
9784,запустила,1
9785,імпортної,1
9786,тендерами,1
9787,схеми,1
9788,цукром,1
9789,зареєстрував,1
9790,офіс,1
