,Слово,Частота
8844,видав,1
8845,ролі,1
8846,виступаючи,1
8847,здійснити,1
8848,затвердити,1
8849,відмову,1
8850,єврооблігації,1
8851,номінального,1
8852,вражаючого,1
8853,гривень,1
8854,842,1
8855,споживачам,1
8856,непрямі,1
8857,оцінив,1
8858,кредитною,1
8859,цільове,1
8860,перезапуск,1
8861,борг,1
8862,повідомлялося,1
8863,решту,1
8864,96,1
8865,кожні,1
8866,погашає,1
8867,перерахував,1
8868,імпортному,1
8869,оцінювалися,1
8870,очікувані,1
8871,сплатило,1
8872,вересень,1
8873,відстрочки,1
8874,детальнішої,1
8875,нарахованих,1
8876,відстрочкою,1
8877,постановою,1
8878,імпортного,1
8879,корпорації,1
8880,продовольчо,1
8881,схвалив,1
8882,відтермінував,1
8883,вищевказаними,1
8884,відтермінувати,1
8885,звернулася,1
8886,cc,1
8887,непогашений,1
8888,імпортним,1
8889,rating,1
8890,презентації,1
8891,прийняв,1
8892,сенниченко,1
8893,виконувала,1
8894,подала,1
8895,батова,1
8896,о,1
8897,попередня,1
8898,переговорах,1
8899,народним,1
8900,умєров,1
8901,умєрова,1
8902,рустема,1
8903,держгарантії,1
8904,зазначила,1
8905,накопичувалися,1
8906,опублікувала,1
8907,95,1
8908,транш,1
8909,погасити,1
8910,заблоцького,1
8911,збанкрутувати,1
8912,фракція,1
8913,заблоцький,1
8914,ян,1
8915,мар,1
8916,ccc,1
8917,global,1
8918,наданого,1
8919,пошкоджено,1
8920,станцій,1
8921,залізничних,1
8922,вирішальне,1
8923,фінансова,1
8924,залізничної,1
8925,98,1
8926,камишин,1
8927,держкомпанії,1
8928,експортних,1
8929,дотацій,1
8930,оборонні,1
8931,гуманітарні,1
8932,вантажів,1
8933,тарифи,1
8934,підвищив,1
8935,інвестиційного,1
8936,механізмом,1
8937,фінансовим,1
8938,efsd,1
8939,сталого,1
8940,фондом,1
8941,європейським,1
8942,перенаправлена,1
8943,залізничного,1
8944,перенаправлено,1
8945,залізниці,1
8946,вантажні,1
8947,p,1
8948,залізничні,1
8949,s,1
8950,lpn,1
8951,кредиті,1
8952,відстрочку,1
8953,сс,1
8954,с,1
8955,іноземній,1
8956,рде,1
8957,емітента,1
8958,довгостроковий,1
8959,ratings,1
8960,fitch,1
8961,можливою,1
8962,доходу,1
8963,купонного,1
8964,2028,1
8965,випуском,1
8966,перенесено,1
8967,594,1
8968,895,1
8969,випусками,1
8970,відтермінування,1
8971,вище,1
8972,описано,1
8973,прибутку,1
8974,високопосадовців,1
8975,апартаментах,1
8976,регіони,1
8977,цивілізаційний,1
8978,поділити,1
8979,герцеговині,1
8980,боснії,1
8981,справах,1
8982,повірений,1
8983,наук,1
8984,історичних,1
8985,цибульник,1
8986,посольствах,1
8987,кураторами,1
8988,югославію,1
8989,оновлену,1
8990,геостратегічні,1
8991,украй,1
8992,невеличкі,1
8993,національні,1
8994,мілатовича,1
8995,бечича,1
8996,симпатики,1
8997,підтримуватимуть,1
8998,туру,1
8999,раунді,1
9000,ідеальною,1
9001,спрогнозувати,1
9002,зустрінуться,1
9003,нинішній,1
9004,агресорі,1
9005,обрав,1
9006,1000,1
9007,призупинили,1
9008,скорочення,1
9009,вимоги,1
9010,ігнорують,1
9011,218,1
9012,оновлено,1
9013,оновлюючи,1
9014,щоденно,1
9015,публікують,1
9016,поділили,1
9017,дослідники,1
9018,десятків,1
9019,опублікований,1
9020,компаніями,1
9021,слідкує,1
9022,студентів,1
9023,командою,1
9024,зонненфельд,1
9025,джеффрі,1
9026,єльського,1
9027,ланки,1
9028,вищої,1
9029,інституту,1
9030,звичайному,1
9031,запланованих,1
9032,відмовились,1
9033,спровокував,1
9034,виникнення,1
9035,вигідніші,1
9036,кольорові,1
9037,джукановичу,1
9038,президенту,1
9039,іоаникій,1
9040,митрополит,1
9041,складову,1
9042,потужну,1
9043,чорногорців,1
9044,теплому,1
9045,чоботи,1
9046,помити,1
9047,колонізаторів,1
9048,мрія,1
9049,матеріалізується,1
9050,кривавий,1
9051,запалав,1
9052,розхитати,1
9053,різноманітну,1
9054,оленика,1
9055,александара,1
9056,заздалегідь,1
9057,готуватися,1
9058,реваншу,1
9059,язкове,1
9060,скандальні,1
9061,спостерігачі,1
9062,сербські,1
9063,таблоїди,1
9064,однаковий,1
9065,включилися,1
9066,схожі,1
9067,роздають,1
9068,мобілізований,1
9069,партійні,1
9070,непогані,1
9071,прихильником,1
9072,концертом,1
9073,згаданим,1
9074,місцевої,1
9075,дітьми,1
9076,українок,1
9077,ляпіса,1
9078,концерту,1
9079,прапорами,1
9080,z,1
9081,антиукраїнських,1
9082,сховалися,1
9083,залучає,1
9084,читача,1
9085,вигадуй,1
9086,обманюй,1
9087,традиційною,1
9088,діючи,1
9089,прочорногорського,1
9090,компрометувати,1
9091,177,1
9092,утримуються,1
9093,відкладають,1
9094,винятково,1
9095,засіданнях,1
9096,гагаузькою,1
9097,мовою,1
9098,румунською,1
9099,державною,1
9100,написів,1
9101,побачите,1
9102,оплот,1
9103,факту,1
9104,переважну,1
9105,формують,1
9106,гагаузького,1
9107,гагаузької,1
9108,папері,1
9109,кримом,1
9110,аналогія,1
9111,відразу,1
9112,компромісу,1
9113,болісного,1
9114,унітарної,1
9115,прийшли,1
9116,дільниці,1
9117,максимальної,1
9118,паперових,1
9119,155,1
9120,спілкуються,1
9121,русофілія,1
9122,молоді,1
9123,релігії,1
9124,стрімко,1
9125,прибічниками,1
9126,житті,1
9127,шансу,1
9128,знайшлося,1
9129,проєвропейську,1
9130,проголосували,1
9131,дільницях,1
9132,ілюстрація,1
9133,найліпша,1
9134,гагаузька,1
9135,політичними,1
9136,язане,1
9137,сепаратистське,1
9138,дико,1
9139,відірваний,1
9140,соціально,1
9141,політико,1
9142,помітно,1
9143,спонсорами,1
9144,іноземними,1
9145,безальтернативними,1
9146,гагаузію,1
9147,вкладають,1
9148,віра,1
9149,нікому,1
9150,шалена,1
9151,заплановані,1
9152,відбувалися,1
9153,маленькому,1
9154,завтрашнього,1
9155,визначить,1
9156,переобиратимуть,1
9157,покладаються,1
9158,молдовської,1
9159,російську,1
9160,пояснювальне,1
9161,днями,1
9162,інформаційним,1
9163,жила,1
9164,десятиріччями,1
9165,відірватися,1
9166,сусідка,1
9167,припинили,1
9168,535,1
9169,залишивши,1
9170,тимчасово,1
9171,процеси,1
9172,операційні,1
9173,скоротили,1
9174,157,1
9175,основний,1
9176,продовжуючи,1
9177,маркетингові,1
9178,проросійському,1
9179,кастингом,1
9180,аграрного,1
9181,змаганням,1
9182,депресивного,1
9183,бідного,1
9184,зійшлася,1
9185,клином,1
9186,неймовірну,1
9187,прочитавши,1
9188,зрозумієте,1
9189,цікавим,1
9190,волосині,1
9191,висіла,1
9192,ватерлоо,1
9193,битвою,1
9194,додонівців,1
9195,ігоря,1
9196,соцпартію,1
9197,гідна,1
9198,досягати,1
9199,довести,1
9200,колишньою,1
9201,розгорілася,1
9202,битва,1
9203,справжня,1
9204,проросійській,1
9205,глибоко,1
9206,декларували,1
9207,точними,1
9208,списками,1
9209,зняли,1
9210,відкидати,1
9211,створенні,1
9212,звинувачує,1
9213,постаті,1
9214,суперечливої,1
9215,неординарної,1
9216,харизматичної,1
9217,почнемо,1
9218,мандичем,1
9219,андрією,1
9220,демократії,1
9221,джукановичем,1
9222,точитиметься,1
9223,проєвропейський,1
9224,громадянські,1
9225,чорногорські,1
9226,патріотично,1
9227,різноманітні,1
9228,бюлетенів,1
9229,виборчих,1
9230,діючих,1
9231,оприлюдненні,1
9232,кандидатури,1
9233,зареєстровані,1
9234,підтвердити,1
9235,виборчком,1
9236,патерналістської,1
9237,2006,1
9238,бажаючих,1
9239,привів,1
9240,проєвропейських,1
9241,патріотичних,1
9242,перемогою,1
9243,безперечно,1
9244,президентську,1
9245,вибороти,1
9246,бій,1
9247,кинутися,1
9248,представника,1
9249,потужного,1
9250,висунути,1
9251,знайдеться,1
9252,сильному,1
9253,програти,1
9254,стояло,1
9255,ситуаціях,1
9256,критичних,1
9257,мобілізуватися,1
9258,дисципліну,1
9259,структуру,1
9260,зберегли,1
9261,окремої,1
9262,тема,1
9263,інтригою,1
9264,подгориця,1
9265,президентське,1
9266,зареєструвала,1
9267,неповернення,1
9268,вчорашній,1
9269,чорногорсько,1
9270,євроінтеграційний,1
9271,іде,1
9272,дадуть,1
9273,ознакою,1
9274,національною,1
9275,розподіл,1
9276,цілісності,1
9277,мабуть,1
9278,чинний,1
9279,постать,1
9280,потужна,1
9281,депутатами,1
9282,просербськими,1
9283,антиконституційне,1
9284,дивлячись,1
9285,чергові,1
9286,геополітичного,1
9287,довідку,1
9288,тзр,1
9289,батьків,1
9290,паспорта,1
9291,інвалідність,1
9292,коду,1
9293,ідентифікаційного,1
9294,патріотичного,1
9295,просербських,1
9296,540,1
9297,шестеро,1
9298,наративи,1
9299,протистоянням,1
9300,відкритим,1
9301,набирає,1
9302,провокується,1
9303,чорногорцями,1
9304,сербами,1
9305,міжнаціональне,1
9306,наближається,1
9307,паралізовані,1
9308,установи,1
9309,корупцією,1
9310,верховенства,1
9311,чекають,1
9312,церкви,1
9313,православної,1
9314,демократичного,1
9315,просербського,1
9316,язань,1
9317,подгориці,1
9318,шляху,1
9319,євроінтеграційному,1
9320,застою,1
9321,довів,1
9322,непростій,1
9323,гарантією,1
9324,підкреслив,1
9325,закрито,1
9326,щастя,1
9327,оперативного,1
9328,закінчився,1
9329,скандальчик,1
9330,невеликий,1
9331,документів,1
9332,оформленні,1
9333,виявивши,1
9334,мандичу,1
9335,андрії,1
9336,відмовила,1
9337,звинувачуючи,1
9338,чорногорської,1
9339,міжпарламентських,1
9340,данилович,1
9341,горан,1
9342,xa0питання,1
9343,відтягнути,1
9344,нейтральну,1
9345,думає,1
9346,крило,1
9347,поглиблення,1
9348,подивимося,1
9349,розбіжностей,1
9350,глибоких,1
9351,партіями,1
9352,виправлення,1
9353,небо,1
9354,ura,1
9355,прямому,1
9356,держвиборчкомі,1
9357,повідомляється,1
9358,спаїч,1
9359,спір,1
9360,спростувати,1
9361,лишало,1
9362,постійне,1
9363,компетентних,1
9364,сербських,1
9365,громадянство,1
9366,сербське,1
9367,пощастило,1
9368,спаїчу,1
9369,мілойко,1
9370,лідеру,1
9371,підстрахувався,1
9372,даниловича,1
9373,висуненням,1
9374,побачимо,1
9375,перевірятиме,1
9376,заявило,1
9377,неочікувано,1
9378,священником,1
9379,кулі,1
9380,повітряній,1
9381,маргінальними,1
9382,підтримана,1
9383,перегонах,1
9384,вуксанович,1
9385,прочорногорської,1
9386,забиратиме,1
9387,позбавивши,1
9388,чорногорського,1
9389,1918,1
9390,васала,1
9391,спроб,1
9392,згортання,1
9393,сербією,1
9394,низькопоклонством,1
9395,ставленням,1
9396,зневажливим,1
9397,вражений,1
9398,зустрічатися,1
9399,автору,1
9400,зауваження,1
9401,особисте,1
9402,котра,1
9403,просербської,1
9404,політиком,1
9405,проросійським,1
9406,патріотом,1
9407,чорногорським,1
9408,величезними,1
9409,зіштовхнулася,1
9410,драгінья,1
9411,сдп,1
9412,кандидатура,1
9413,проєвропейською,1
9414,вирватися,1
9415,спікер,1
9416,xa0алекса,1
9417,вступив,1
9418,церквою,1
9419,православною,1
9420,чутки,1
9421,прорватися,1
9422,яков,1
9423,політсили,1
9424,підстави,1
9425,минулорічних,1
9426,ключовим,1
9427,громадянський,1
9428,рівності,1
9429,гендерної,1
9430,демонстрацією,1
9431,оберуть,1
9432,патріархальній,1
9433,жінкою,1
9434,найближчий,1
9435,друг,1
9436,кривокапич,1
9437,ранко,1
9438,стояв,1
9439,гагаузією,1
9440,безглуздо,1
9441,свідоцтва,1
9442,експертної,1
9443,обмежена,1
9444,xa0лише,1
9445,оподаткуванню,1
9446,отримане,1
9447,xa0безоплатного,1
9448,допустимий,1
9449,менший,1
9450,оподатковується,1
9451,сплати,1
9452,звітну,1
9453,занижувати,1
9454,xa0ділянки,1
9455,договорі,1
9456,витончений,1
9457,зазначеної,1
9458,земельної,1
9459,податок,1
9460,законом,1
9461,відображати,1
9462,цифри,1
9463,заявлені,1
9464,звітах,1
9465,чверті,1
9466,містила,1
9467,зареєстрованих,1
9468,половина,1
9469,гривнях,1
9470,довоєнну,1
9471,гектара,1
9472,травня,1
9473,мінімальної,1
9474,торгується,1
9475,перевищувала,1
9476,медіанну,1
9477,київська,1
9478,рівненська,1
9479,львівська,1
9480,стабільними,1
9481,залишалися,1
9482,незначний,1
9483,xa0переміщення,1
9484,факторів,1
9485,формувалися,1
9486,нерівномірним,1
9487,допомогло,1
9488,фізособи,1
9489,ріллю,1
9490,розвивався,1
9491,пояснень,1
9492,довоєнні,1
9493,нижчих,1
9494,значеннях,1
9495,стабілізувалася,1
9496,національним,1
9497,підвищилася,1
9498,недоступні,1
9499,застереження,1
9500,ділянкам,1
9501,кожним,1
9502,єктами,1
9503,інфраструктурними,1
9504,обріс,1
9505,2001,1
9506,ріллі,1
9507,мораторій,1
9508,відкрила,1
9509,гідні,1
9510,трешовості,1
9511,претендентами,1
9512,непростий,1
9513,лояльним,1
9514,євгенія,1
9515,маріонетка,1
9516,кандидатка,1
9517,провалиться,1
9518,провалився,1
9519,достатньою,1
9520,перевезеннями,1
9521,вантажними,1
9522,окрузі,1
9523,ненецькому,1
9524,ямало,1
9525,жив,1
9526,національну,1
9527,перевищили,1
9528,місяцем,1
9529,меншим,1
9530,зростали,1
9531,віддають,1
9532,очікувальну,1
9533,зайняти,1
9534,спричинила,1
9535,дозволеною,1
9536,торгують,1
9537,оцінку,1
9538,грошову,1
9539,нижчу,1
9540,землевласники,1
9541,родючості,1
9542,документації,1
9543,технічної,1
9544,витязі,1
9545,вказується,1
9546,оцінці,1
9547,грошовій,1
9548,щомісячна,1
9549,масштабів,1
9550,довоєнних,1
9551,оживати,1
9552,держземкадастру,1
9553,функціонування,1
9554,обмежили,1
9555,зупинилася,1
9556,домінує,1
9557,законодавчо,1
9558,встановлена,1
9559,змінився,1
9560,перевищуючи,1
9561,найвищих,1
9562,франківській,1
9563,львівській,1
9564,медіанні,1
9565,ціновий,1
9566,якшило,1
9567,xa0збільшення,1
9568,сторона,1
9569,сегментом,1
9570,дешевим,1
9571,підштовхнула,1
9572,сподівання,1
9573,спричинило,1
9574,дерегулювання,1
9575,передбачалося,1
9576,очікуючи,1
9577,бажали,1
9578,якісної,1
9579,торгівлю,1
9580,помірного,1
9581,зміною,1
9582,ліній,1
9583,потенційної,1
9584,поточної,1
9585,нормативний,1
9586,одночасному,1
9587,логістичні,1
9588,падінні,1
9589,обмежений,1
9590,молодий,1
9591,запрацював,1
9592,обсягами,1
9593,меншими,1
9594,спричиненої,1
9595,покращило,1
9596,знижує,1
9597,жорстке,1
9598,коштувала,1
9599,подорожчала,1
9600,угорщині,1
9601,десяти,1
9602,зростають,1
9603,аграрну,1
9604,464,1
9605,сусідів,1
9606,найближчих,1
9607,нижча,1
9608,поточну,1
9609,напругою,1
9610,фундаментальну,1
9611,наявний,1
9612,ціновому,1
9613,збільшенні,1
9614,відстань,1
9615,якість,1
9616,знизилися,1
9617,харківщині,1
9618,північних,1
9619,скоротився,1
9620,нуля,1
9621,херсонській,1
9622,запорізькій,1
9623,донецькій,1
9624,луганській,1
9625,найменші,1
9626,вінницька,1
9627,полтавська,1
9628,йшли,1
9629,демонстрували,1
9630,сумська,1
9631,харківська,1
9632,східні,1
9633,впав,1
9634,активом,1
9635,привабливим,1
9636,воєнну,1
9637,перевищило,1
9638,змістився,1
9639,полтавській,1
9640,виросла,1
9641,ринкову,1
9642,нижчою,1
9643,85,1
9644,чернігівщині,1
9645,відігравати,1
9646,упали,1
9647,окремими,1
9648,середні,1
9649,земельних,1
9650,виняткових,1
9651,змістилися,1
9652,преференції,1
9653,діапазону,1
9654,цінового,1
9655,нижчий,1
9656,менша,1
9657,діапазоні,1
9658,місячна,1
9659,нижчими,1
9660,88,1
9661,вираженні,1
9662,відносному,1
9663,концентрація,1
9664,спостерігалася,1
9665,родючість,1
9666,збалансовані,1
9667,районів,1
9668,східних,1
9669,переміщують,1
9670,черкаській,1
9671,полтавщині,1
9672,молдовську,1
9673,приходу,1
9674,цілісною,1
9675,провальному,1
9676,відмивання,1
9677,традиціях,1
9678,кращих,1
9679,симулювали,1
9680,народну,1
9681,зустрічах,1
9682,співрозмовники,1
9683,інтересу,1
9684,спаливши,1
9685,аеропорту,1
9686,влаштували,1
9687,котрі,1
9688,xa0кількох,1
9689,висланням,1
9690,розповідали,1
9691,їзду,1
9692,закінчилася,1
9693,форум,1
9694,агітаційний,1
9695,татарстану,1
9696,рустама,1
9697,приїзд,1
9698,відповідало,1
9699,посольство,1
9700,незграбно,1
9701,провальна,1
9702,виконанні,1
9703,машину,1
9704,завершилася,1
9705,безглузді,1
9706,підкуп,1
9707,витрачання,1
9708,чеснотою,1
9709,їхньою,1
9710,ідеології,1
9711,судом,1
9712,доведене,1
9713,решт,1
9714,банківської,1
9715,мільярда,1
9716,крадіжки,1
9717,причетний,1
9718,ілан,1
9719,орхей,1
9720,популістів,1
9721,поведінка,1
9722,засвідчила,1
9723,кошик,1
9724,яйця,1
9725,розум,1
9726,удар,1
9727,іміджевий,1
9728,змарновані,1
9729,очікуваним,1
9730,діяла,1
9731,важковаговиків,1
9732,малоосвічених,1
9733,гагаузи,1
9734,починалося,1
9735,консервативній,1
9736,сумі,1
9737,проросійська,1
9738,соцпартія,1
9739,молдовська,1
9740,кандидатуру,1
9741,аудиторію,1
9742,крихітну,1
9743,каналів,1
9744,вагомим,1
9745,благословіння,1
9746,підсумку,1
9747,євразійського,1
9748,боролася,1
9749,зарекомендувала,1
9750,депутаткою,1
9751,працюючи,1
9752,опинилася,1
9753,згадати,1
9754,балотуватися,1
9755,завершується,1
9756,мандат,1
9757,очільниця,1
9758,таран,1
9759,кремлі,1
9760,місцевий,1
9761,задіяли,1
9762,доведену,1
9763,телевізор,1
9764,згадка,1
9765,коментарів,1
9766,виходило,1
9767,новости,1
9768,риа,1
9769,новин,1
9770,коментатором,1
9771,запрацювала,1
9772,стартом,1
9773,констатувати,1
9774,рішенням,1
9775,спільним,1
9776,блокували,1
9777,gagauznews,1
9778,газом,1
9779,звертався,1
9780,письмово,1
9781,євразійському,1
9782,крани,1
9783,агітував,1
9784,віддалення,1
9785,улітку,1
9786,лояльність,1
9787,безмежну,1
9788,зарплатні,1
9789,охоче,1
9790,картина,1
9791,ятався,1
9792,виступав,1
9793,жодного,1
9794,нетривалий,1
9795,соціаліст,1
9796,григорій,1
9797,висунула,1
9798,слухняно,1
9799,минулий,1
9800,додон,1
9801,читачам,1
9802,соцпартії,1
9803,обранця,1
9804,петровим,1
9805,віктором,1
9806,невдачі,1
9807,вагомою,1
9808,невдалої,1
9809,ірини,1
9810,очільниці,1
9811,бізнесом,1
9812,досвідом,1
9813,голого,1
9814,вистачить,1
9815,кандидатку,1
9816,концертах,1
9817,дебатах,1
9818,сумнівного,1
9819,виступили,1
9820,емоційних,1
9821,коньяком,1
9822,музик,1
9823,пригощала,1
9824,сусідньої,1
9825,пісні,1
9826,співали,1
9827,виконували,1
9828,заплатили,1
9829,музиканти,1
9830,сподобалося,1
9831,товаришам,1
9832,узуну,1
9833,молодому,1
9834,стверджують,1
9835,вулканештах,1
9836,побиття,1
9837,справи,1
9838,кримінальної,1
9839,здійснив,1
9840,обіцянку,1
9841,мікрофон,1
9842,засунути,1
9843,пригрозив,1
9844,встав,1
9845,дебатів,1
9846,безкоштовних,1
9847,поменше,1
9848,прихильників,1
9849,виборці,1
9850,узуном,1
9851,пані,1
9852,накал,1
9853,апаратно,1
9854,перерахували,1
9855,несподівано,1
9856,узуна,1
9857,григорія,1
9858,обганяє,1
9859,засвідчив,1
9860,уранці,1
9861,центрвиборчкомом,1
9862,оголошений,1
9863,підрахунок,1
9864,домогосподаркою,1
9865,безробітною,1
9866,сенсацією,1
9867,євгенію,1
9868,кандидаткою,1
9869,висунув,1
9870,взаємною,1
9871,зруйнувати,1
9872,спробах,1
9873,соратників,1
9874,останніми,1
9875,фраза,1
9876,лідерку,1
9877,рангом,1
9878,перебільшення,1
9879,співаків,1
9880,записом,1
9881,дізналися,1
9882,посади,1
9883,пожартувати,1
9884,проголосувати,1
9885,гагаузів,1
9886,порадою,1
9887,звернення,1
9888,михайлов,1
9889,стас,1
9890,басков,1
9891,ніколай,1
9892,кіркоров,1
9893,філіп,1
9894,зірок,1
9895,депресивній,1
9896,підвищу,1
9897,ціні,1
9898,знижу,1
9899,екстремального,1
9900,кандидатці,1
9901,брехнею,1
9902,заявлене,1
9903,детальної,1
9904,народження,1
9905,поспорта,1
9906,лондонграда,1
9907,сильних,1
9908,стримування,1
9909,континенті,1
9910,контекст,1
9911,ширший,1
9912,безпекового,1
9913,зводяться,1
9914,аргументи,1
9915,класти,1
9916,розширює,1
9917,позитивних,1
9918,пояснювати,1
9919,озброєнь,1
9920,зброєю,1
9921,реконструктивної,1
9922,ядерною,1
9923,втратою,1
9924,хаосу,1
9925,розвалу,1
9926,острах,1
9927,починаємо,1
9928,віри,1
9929,голосно,1
9930,імперської,1
9931,звільнитися,1
9932,громадянам,1
9933,боїмося,1
9934,deterrence,1
9935,defence,1
9936,елемент,1
9937,інтересах,1
9938,самої,1
9939,неправильне,1
9940,лівизна,1
9941,радикальна,1
9942,радикальні,1
9943,голосують,1
9944,дивлюся,1
9945,скрізь,1
9946,корупція,1
9947,агресивність,1
9948,збільшувати,1
9949,дозволено,1
9950,переконало,1
9951,показував,1
9952,бухарестський,1
9953,наробили,1
9954,оцього,1
9955,змінилося,1
9956,західним,1
9957,деяким,1
9958,небудь,1
9959,демократій,1
9960,збройними,1
9961,цивільний,1
9962,розвивати,1
9963,дорогою,1
9964,повернуся,1
9965,закінчити,1
9966,беззастережно,1
9967,умова,1
9968,імперії,1
9969,потягу,1
9970,витримуючи,1
9971,падає,1
9972,єльцинська,1
9973,молода,1
9974,прикладів,1
9975,схожих,1
9976,трагедією,1
9977,єльцина,1
9978,підтримуючи,1
9979,виходили,1
9980,сучасній,1
9981,демонстрація,1
9982,вийшли,1
9983,вулиці,1
9984,загинули,1
9985,телецентр,1
9986,атакували,1
9987,радянські,1
9988,неділя,1
9989,кривава,1
9990,налаштованих,1
9991,демократично,1
9992,путінську,1
9993,програла,1
9994,підготовчу,1
9995,виграла,1
9996,хорошу,1
9997,вільнюського,1
9998,згоден,1
9999,малоймовірно,1
10000,перевершує,1
10001,назавжди,1
10002,пішла,1
10003,замашками,1
10004,імперськими,1
10005,розпрощалися,1
10006,привело,1
10007,допоможе,1
10008,винен,1
10009,швидкого,1
10010,організувати,1
10011,розслідує,1
10012,сумнівом,1
10013,ухвалював,1
10014,трибуналі,1
10015,ким,1
10016,лаврова,1
10017,територій,1
10018,окупованих,1
10019,поверненням,1
10020,варіантів,1
10021,переконати,1
10022,неможлива,1
10023,східним,1
10024,уламків,1
10025,назар,1
10026,предмет,1
10027,замінований,1
10028,наступив,1
10029,мінної,1
10030,приліт,1
10031,медична,1
10032,пацієнтом,1
10033,відділення,1
10034,спеціалісти,1
10035,займалися,1
10036,відділенні,1
10037,якоюсь,1
10038,перебував,1
10039,медицині,1
10040,травматологами,1
10041,ортопедами,1
10042,психіатрами,1
10043,співпрацюють,1
10044,тісно,1
10045,мультидисциплінарної,1
10046,системою,1
10047,сучасною,1
10048,гната,1
10049,хірургія,1
10050,усередині,1
10051,накладати,1
10052,реконструктивна,1
10053,шви,1
10054,хірургічні,1
10055,лікувати,1
10056,антибіотиків,1
10057,інфекцією,1
10058,мультирезистентною,1
10059,стикаємося,1
10060,реконструктивні,1
10061,інфекцію,1
10062,долають,1
10063,випадках,1
10064,інфікування,1
10065,розвивається,1
10066,надходять,1
10067,нервових,1
10068,кісткових,1
10069,дефектів,1
10070,масивних,1
10071,відновленні,1
10072,реконструктивних,1
10073,складних,1
10074,травмами,1
10075,важкими,1
10076,взимку,1
10077,рубці,1
10078,лишаються,1
10079,пластична,1
10080,вилікували,1
10081,диким,1
10082,калічити,1
10083,міни,1
10084,заряд,1
10085,військовому,1
10086,пораненому,1
10087,воювати,1
10088,вбити,1
10089,протипіхотних,1
10090,забирає,1
10091,шкода,1
10092,скоро,1
10093,потроху,1
10094,логіку,1
10095,трощити,1
10096,обережнішим,1
10097,мислення,1
10098,робив,1
10099,спрацьовувало,1
10100,пристосовуєтеся,1
10101,повестися,1
10102,провокуйте,1
10103,мрійте,1
10104,ядерна,1
10105,новачок,1
10106,всяких,1
10107,краєм,1
10108,вбивати,1
10109,найпоширеніша,1
10110,прооперували,1
10111,верхні,1
10112,реабілітацію,1
10113,психологічну,1
10114,фізичну,1
10115,боїв,1
10116,постраждалі,1
10117,розбудови,1
10118,львові,1
10119,презентували,1
10120,незламні,1
10121,реабілітаційний,1
10122,біонічних,1
10123,інноваційних,1
10124,вузлами,1
10125,англійськими,1
10126,сучасних,1
10127,хватами,1
10128,кількома,1
10129,механічних,1
10130,вид,1
10131,поранені,1
10132,технологіям,1
10133,сучасним,1
10134,медицина,1
10135,захисників,1
10136,нижні,1
10137,радянському,1
10138,виявиться,1
10139,горбачов,1
10140,ректорів,1
10141,санкційної,1
10142,юридичні,1
10143,заважають,1
10144,доопрацювання,1
10145,повернула,1
10146,вказало,1
10147,зволікала,1
10148,xa017,1
10149,держбюджету,1
10150,принесло,1
10151,xa0рішення,1
10152,державним,1
10153,розміщені,1
10154,xa0україна,1
10155,xa0мала,1
10156,ефективної,1
10157,законної,1
10158,першість,1
10159,впровадженням,1
10160,зволікає,1
10161,дочекатися,1
10162,попросила,1
10163,розроблять,1
10164,юридичний,1
10165,міністерстві,1
10166,вакс,1
10167,пропагандистів,1
10168,першопрохідцем,1
10169,держдуми,1
10170,кінцевих,1
10171,ухвалах,1
10172,судових,1
10173,білоруські,1
10174,ідентифікувати,1
10175,однозначно,1
10176,xa0пов,1
10177,xa0активів,1
10178,власністю,1
10179,юре,1
10180,очільника,1
10181,xa0його,1
10182,злочинів,1
10183,корупційних,1
10184,одержаними,1
10185,нацагентство,1
10186,останнього,1
10187,кримінальне,1
10188,стані,1
10189,підвішеному,1
10190,ухвалених,1
10191,управлінням,1
10192,півострова,1
10193,позовів,1
10194,xa0януковича,1
10195,естонія,1
10196,предметів,1
10197,тетяна,1
10198,підриває,1
10199,відмовився,1
10200,швейцарців,1
10201,опитуванням,1
10202,референдум,1
10203,винесуть,1
10204,ішлося,1
10205,колапсу,1
10206,банківський,1
10207,агресор,1
10208,відшкодувати,1
10209,збитки,1
10210,завдані,1
10211,давосі,1
10212,всесвітньому,1
10213,кассіс,1
10214,ігнаціо,1
10215,резонанс,1
10216,суспільний,1
10217,особам,1
10218,підсанкційним,1
10219,сягати,1
10220,даним,1
10221,міжнародними,1
10222,нашими,1
10223,британських,1
10224,конституцію,1
10225,правопорядок,1
10226,можливістю,1
10227,категорична,1
10228,тяжкий,1
10229,обхід,1
10230,криміналізувати,1
10231,xa0запропонувала,1
10232,уможливити,1
10233,юридичною,1
10234,розробила,1
10235,німеччина,1
10236,процедури,1
10237,квартир,1
10238,справою,1
10239,конфіскаторів,1
10240,підняти,1
10241,єкт,1
10242,xa0франції,1
10243,італії,1
10244,заморожена,1
10245,враховувати,1
10246,цифр,1
10247,наведених,1
10248,вирішене,1
10249,таємницею,1
10250,німецьких,1
10251,швейцарія,1
10252,помʼякшитися,1
10253,бенефіціарів,1
10254,хутор,1
10255,явиться,1
10256,подальшої,1
10257,вирішуються,1
10258,вашій,1
10259,ширшу,1
10260,намагаємося,1
10261,конкурентоспроможними,1
10262,вашої,1
10263,використовувалися,1
10264,руслі,1
10265,реконструкцію,1
10266,вашу,1
10267,вашою,1
10268,подібне,1
10269,оцей,1
10270,пробили,1
